,name,salary,address,gender,email,birthdaydate,university,GPA,test,IsMarried,partition
43489,qossay,4990,hebron,Female,fxddzzohlz@asaltech.com,1981-04-03,najah,87,value2,True,3
43528,qossay,1650,amman,Female,ccbnfciyqe@asaltech.com,1991-04-20,najah,62,value2,True,0
43554,qossay,4724,Salfit,Female,hedzocctfk@asaltech.com,1983-05-02,najah,72,value3,True,2
43579,qossay,3497,rawabi,Female,ohxuigwuqv@asaltech.com,1982-05-05,birzeit,90,value2,True,5
43620,qossay,4925,rawabi,Female,bologgpjsg@asaltech.com,1994-10-17,najah,73,value2,True,7
43643,qossay,1456,Jerusalem,Female,xjofuvknih@asaltech.com,1993-10-11,najah,69,value2,True,1
43645,qossay,2513,yafa,Female,ptakonbxyq@asaltech.com,2000-04-06,birzeit,69,value3,False,6
43699,qossay,4724,nablus,Female,vrbgfzzirj@asaltech.com,1985-02-04,birzeit,68,value1,False,4
43713,qossay,1916,rawabi,Female,yavrsloubx@asaltech.com,1999-03-01,al-quds,68,value1,False,1
43734,qossay,2915,hebron,Female,nqrisklimw@asaltech.com,1992-02-24,birzeit,60,value2,False,4
43769,qossay,2822,nablus,Female,nviwxdbzlq@asaltech.com,1998-01-17,al-quds,71,value3,False,7
43790,qossay,1833,hebron,Female,ozxpzwpduv@asaltech.com,1986-07-06,al-quds,68,value3,True,6
43817,qossay,2366,Bethlehem,Female,iegcplvhhl@asaltech.com,1987-06-08,al-quds,80,value2,True,8
43840,qossay,4400,hebron,Female,idbwdwpoit@asaltech.com,1987-07-02,najah,76,value1,False,2
43860,qossay,4383,amman,Female,tjrioquyxo@asaltech.com,1988-03-10,najah,75,value1,True,0
43906,qossay,2338,rawabi,Female,ysxfapvnzq@asaltech.com,1984-06-28,birzeit,62,value2,True,8
43923,qossay,2189,Jenin ,Female,jmcpzlfmyl@asaltech.com,2000-05-02,najah,84,value2,False,2
43938,qossay,1651,hebron,Female,kthdngcjac@asaltech.com,1994-03-10,najah,65,value2,True,0
43940,qossay,2697,rammallah,Female,xgdhkwizfu@asaltech.com,1992-06-26,birzeit,91,value2,True,6
43983,qossay,2793,rawabi,Female,wjlkoujahh@asaltech.com,1990-05-01,najah,96,value1,True,1
44000,qossay,4219,hebron,Female,lupscdwrns@asaltech.com,1988-07-05,najah,76,value1,False,5
44029,qossay,2917,nablus,Female,pkojwagqiz@asaltech.com,2000-05-03,najah,65,value3,False,3
44039,qossay,4672,rammallah,Female,dgpxkrrctx@asaltech.com,1997-01-12,najah,99,value3,False,2
44069,qossay,4205,rammallah,Female,vzqoyeaftg@asaltech.com,2000-12-22,birzeit,90,value1,False,2
44070,qossay,4015,hebron,Female,izhlvrzhgi@asaltech.com,1986-03-15,najah,68,value3,False,5
44078,qossay,2241,rammallah,Female,upowccfznc@asaltech.com,1989-10-06,al-quds,76,value3,False,6
44081,qossay,1948,yafa,Female,fatzcrebwj@asaltech.com,2000-01-07,najah,66,value2,True,7
44084,qossay,3120,hebron,Female,nrgelcjtqs@asaltech.com,1983-11-28,najah,90,value2,False,8
44091,qossay,3050,Salfit,Female,bnuokqbfgd@asaltech.com,1999-12-08,al-quds,93,value2,True,8
44099,qossay,2404,Jenin ,Female,qlyekjwyms@asaltech.com,2000-10-27,birzeit,99,value3,False,7
44184,qossay,2498,Salfit,Female,crrjdojnbu@asaltech.com,1996-11-10,najah,98,value1,True,0
44196,qossay,4996,rammallah,Female,khczzvslnw@asaltech.com,1980-12-12,birzeit,62,value1,False,2
44234,qossay,3609,Jerusalem,Female,zqexjoxxnq@asaltech.com,1998-05-13,birzeit,73,value1,False,3
44251,qossay,2430,nablus,Female,knjfbpxilq@asaltech.com,1984-03-15,najah,97,value2,True,5
44271,qossay,2548,yafa,Female,djdgybwggn@asaltech.com,1993-10-23,al-quds,99,value3,True,3
44275,qossay,2642,Salfit,Female,duqmhmdbla@asaltech.com,1988-12-16,najah,98,value1,False,6
44285,qossay,1257,yafa,Female,yenesgrpqx@asaltech.com,1985-03-02,najah,85,value3,True,2
44287,qossay,4028,Bethlehem,Female,ksmglosikv@asaltech.com,1985-11-01,birzeit,65,value1,True,1
44290,qossay,3308,nablus,Female,gggbroigpv@asaltech.com,1982-06-03,birzeit,96,value1,False,3
44291,qossay,3132,rawabi,Female,uejbmzagtw@asaltech.com,1988-01-08,al-quds,80,value1,True,8
44300,qossay,1567,amman,Female,aldycdopfk@asaltech.com,1983-02-26,najah,95,value1,True,6
44317,qossay,4542,rawabi,Female,getuxwavvo@asaltech.com,1993-02-25,najah,78,value3,False,5
44320,qossay,1396,amman,Female,satbrnzdkk@asaltech.com,1991-03-02,najah,63,value1,True,2
44329,qossay,4545,hebron,Female,srmjpkljim@asaltech.com,1998-04-23,birzeit,83,value3,False,3
44330,qossay,2512,Bethlehem,Female,jdjvotdjjj@asaltech.com,1983-12-17,birzeit,78,value2,True,7
44346,qossay,4191,Jenin ,Female,uymzgqnezp@asaltech.com,1993-04-18,al-quds,69,value3,False,8
44350,qossay,3054,nablus,Female,tjcwuxcefb@asaltech.com,1994-04-06,al-quds,61,value2,True,6
44364,qossay,2633,rammallah,Female,bogmlxabxl@asaltech.com,2000-01-12,al-quds,72,value2,True,2
44406,qossay,2372,amman,Female,svbegywwyn@asaltech.com,1993-01-26,najah,97,value2,True,6
44419,qossay,2420,nablus,Female,hvqeklmgoy@asaltech.com,1988-11-11,al-quds,61,value2,False,1
44446,qossay,1100,yafa,Female,avnjnhvkjz@asaltech.com,1982-08-23,birzeit,90,value2,True,3
44467,qossay,1648,rawabi,Female,jojafdpunr@asaltech.com,2000-08-28,najah,70,value3,True,8
44477,qossay,1119,Jenin ,Female,gfmmabrbed@asaltech.com,1983-06-22,najah,80,value1,False,2
44491,qossay,1680,Jenin ,Female,qgulasanlw@asaltech.com,1999-04-05,najah,97,value1,True,5
44519,qossay,1336,Jenin ,Female,aweumlytjl@asaltech.com,1997-01-24,najah,74,value2,True,4
44527,qossay,3254,Salfit,Female,wxqmroppxa@asaltech.com,1991-10-16,al-quds,82,value2,False,6
44566,qossay,3467,Jerusalem,Female,ctqecpuzfy@asaltech.com,1990-08-03,birzeit,82,value1,False,3
44576,qossay,2193,Bethlehem,Female,ootyptliux@asaltech.com,1986-02-06,birzeit,86,value3,False,6
44583,qossay,1895,amman,Female,vxozaiohev@asaltech.com,1984-08-13,al-quds,74,value3,True,3
44585,qossay,4757,Bethlehem,Female,vplqpebzkc@asaltech.com,1982-04-26,najah,61,value3,False,6
44616,qossay,3508,Bethlehem,Female,kphwzcftgf@asaltech.com,1998-12-02,birzeit,88,value1,False,2
44624,qossay,2530,rammallah,Female,poqknispyr@asaltech.com,1990-01-10,birzeit,73,value3,False,0
44631,qossay,4172,nablus,Female,yarwzlbmdt@asaltech.com,1993-01-02,birzeit,65,value2,False,2
44649,qossay,4945,Bethlehem,Female,vplcbbjfng@asaltech.com,1999-06-16,birzeit,82,value1,True,6
44671,qossay,1619,rammallah,Female,nuzaatxker@asaltech.com,1993-11-06,al-quds,78,value2,False,6
44719,qossay,3649,rammallah,Female,kpzsgbpcft@asaltech.com,1998-04-04,najah,70,value2,True,4
44730,qossay,1388,Salfit,Female,dmfilxzbfk@asaltech.com,1980-01-07,birzeit,93,value1,True,7
44803,qossay,3114,nablus,Female,rjlvzkjbvb@asaltech.com,1994-07-23,najah,94,value3,True,3
44804,qossay,1355,rawabi,Female,ruodqgiofb@asaltech.com,1991-03-16,al-quds,88,value1,True,6
44816,qossay,3938,Salfit,Female,zlwdhkxcli@asaltech.com,1981-10-10,najah,77,value2,True,0
44833,qossay,3375,Jerusalem,Female,pdggcqpbbx@asaltech.com,1995-12-21,birzeit,66,value1,True,1
44853,qossay,3905,rawabi,Female,nzkeyoajpc@asaltech.com,1987-10-17,najah,95,value2,True,7
44864,qossay,3369,hebron,Female,wddipujnla@asaltech.com,1989-08-17,najah,62,value1,True,7
44880,qossay,4022,rammallah,Female,mxgmuriait@asaltech.com,1980-02-28,birzeit,94,value2,False,8
44893,qossay,3831,Jerusalem,Female,ewkbwuhnsk@asaltech.com,1998-05-16,al-quds,88,value2,True,6
44905,qossay,3189,Jerusalem,Female,puytyvyflh@asaltech.com,1996-04-16,najah,91,value3,False,6
44927,qossay,4362,amman,Female,ysuzdrztih@asaltech.com,1994-05-04,birzeit,84,value3,False,4
44928,qossay,4180,amman,Female,svoiolzgmr@asaltech.com,1990-08-02,al-quds,94,value3,True,2
44998,qossay,850,amman,Female,lxbcmsosas@asaltech.com,1982-03-18,najah,69,value2,False,8
45054,qossay,1307,rammallah,Female,leckgxrvrg@asaltech.com,1984-05-04,najah,70,value3,True,4
45069,qossay,944,yafa,Female,yrsbezrkxy@asaltech.com,1997-10-22,najah,81,value1,True,2
45070,qossay,2746,rawabi,Female,ffargegyso@asaltech.com,1989-11-03,najah,63,value3,True,3
45127,qossay,1845,amman,Female,xmnmodsams@asaltech.com,1994-08-14,najah,79,value1,True,4
45164,qossay,3140,Bethlehem,Female,lcrkvdcgnm@asaltech.com,1996-08-15,najah,95,value3,True,5
45214,qossay,3969,Salfit,Female,yaekxrxksl@asaltech.com,1998-11-23,al-quds,69,value1,False,3
45220,qossay,3103,hebron,Female,dppohfiqbi@asaltech.com,1996-10-23,birzeit,74,value1,True,3
45258,qossay,4737,Salfit,Female,mcazfrkaxg@asaltech.com,1987-05-18,najah,94,value3,False,8
45261,qossay,2371,rammallah,Female,qbjpddexrz@asaltech.com,1982-08-10,najah,63,value2,True,0
45279,qossay,4674,rammallah,Female,qeviqcepan@asaltech.com,1992-05-11,al-quds,82,value1,False,1
45321,qossay,4896,nablus,Female,ondmccfzdl@asaltech.com,1988-09-09,najah,73,value1,False,9
45363,qossay,4834,amman,Female,wdsrbyecst@asaltech.com,1994-05-15,al-quds,70,value3,False,5
45366,qossay,3720,rammallah,Female,xhakfzofkc@asaltech.com,1984-02-13,birzeit,74,value3,True,3
45371,qossay,2227,yafa,Female,zsdjsdthbs@asaltech.com,1987-12-01,al-quds,68,value2,True,1
45394,qossay,2623,hebron,Female,pxbbikqvzz@asaltech.com,1987-02-23,al-quds,69,value3,True,3
45401,qossay,1675,nablus,Female,fmaitanmwf@asaltech.com,1993-02-23,najah,71,value2,False,3
45403,qossay,3163,yafa,Female,nywwsypwos@asaltech.com,1990-12-12,najah,63,value1,True,2
45420,qossay,4369,hebron,Female,tizroepvzq@asaltech.com,1985-12-13,al-quds,65,value3,False,3
45466,qossay,4240,rammallah,Female,fyeyfzgyuh@asaltech.com,1987-07-01,birzeit,87,value3,True,1
45470,qossay,1351,Jerusalem,Female,dgrtwgsgdu@asaltech.com,1998-02-10,al-quds,76,value3,False,0
45475,qossay,3151,rawabi,Female,bpysqiikrl@asaltech.com,1982-02-02,birzeit,67,value2,True,2
45486,qossay,3169,hebron,Female,iutglqcand@asaltech.com,1990-02-08,birzeit,86,value1,False,8
45491,qossay,1820,rawabi,Female,fstmpbqwjw@asaltech.com,1994-09-05,al-quds,84,value1,True,5
45503,qossay,4529,yafa,Female,jtqjoxxzfc@asaltech.com,1998-02-15,al-quds,95,value3,True,5
45504,qossay,3749,Jerusalem,Female,iwtotaapdi@asaltech.com,1983-07-03,birzeit,99,value1,False,3
45516,qossay,1371,nablus,Female,pbsrikxyyq@asaltech.com,1998-07-01,al-quds,96,value1,True,1
45519,qossay,1096,rammallah,Female,tymtevuwav@asaltech.com,1989-06-14,najah,77,value1,False,4
45520,qossay,2371,hebron,Female,czfparhisx@asaltech.com,1986-08-23,birzeit,65,value1,False,3
45542,qossay,4471,rawabi,Female,qbvdtldgqa@asaltech.com,1986-01-22,al-quds,81,value1,False,2
45552,qossay,3365,amman,Female,hromzmiftj@asaltech.com,1988-08-13,al-quds,94,value3,True,3
45559,qossay,1771,nablus,Female,ufjavgjbej@asaltech.com,1995-04-03,najah,91,value1,False,3
45564,qossay,2539,rawabi,Female,npasdimqnx@asaltech.com,1990-02-26,birzeit,61,value2,False,6
45582,qossay,3986,hebron,Female,ssvtdyukfx@asaltech.com,1980-03-13,al-quds,65,value2,True,3
45597,qossay,2903,amman,Female,ldyunowoau@asaltech.com,1991-08-05,birzeit,83,value3,True,5
45605,qossay,2241,amman,Female,zhfzojhnay@asaltech.com,1993-11-22,birzeit,76,value3,False,2
45628,qossay,4841,hebron,Female,tncvuuuikg@asaltech.com,1983-02-06,al-quds,61,value2,False,6
45647,qossay,3099,rawabi,Female,rydniwxatw@asaltech.com,1985-05-02,birzeit,80,value2,True,2
45665,qossay,4392,hebron,Female,psmaxcrffx@asaltech.com,1989-10-19,al-quds,76,value2,True,9
45668,qossay,4119,rawabi,Female,mhclxfrkjp@asaltech.com,1995-10-07,birzeit,84,value3,True,7
45683,qossay,3727,rawabi,Female,bgltjyenpx@asaltech.com,1980-05-20,al-quds,70,value2,True,0
45687,qossay,1123,amman,Female,cqrtewlqdm@asaltech.com,1989-10-01,najah,80,value1,True,1
45694,qossay,4315,nablus,Female,viqgqkmlnk@asaltech.com,1997-02-04,birzeit,90,value3,False,4
45723,qossay,1971,Jerusalem,Female,uodgrnfvml@asaltech.com,1981-04-26,najah,88,value1,True,6
45733,qossay,2860,amman,Female,kghmynpcre@asaltech.com,1999-01-13,al-quds,71,value3,False,3
45737,qossay,4564,Jerusalem,Female,dvifbnozcg@asaltech.com,1993-01-04,al-quds,64,value3,True,4
45742,qossay,2837,hebron,Female,iavmeavjju@asaltech.com,1997-04-23,al-quds,69,value2,False,3
45774,qossay,1841,Bethlehem,Female,hwbhfzuuid@asaltech.com,2000-03-10,najah,87,value3,True,0
45776,qossay,4286,Bethlehem,Female,liqcxuccop@asaltech.com,1992-06-24,birzeit,85,value2,True,4
45803,qossay,4320,amman,Female,pkgfjkypiz@asaltech.com,1982-08-18,najah,82,value3,False,8
45818,qossay,2342,amman,Female,lhegnlzduk@asaltech.com,1986-05-24,al-quds,95,value2,False,4
45835,qossay,3493,hebron,Female,rdwhvzsjsh@asaltech.com,1985-01-10,al-quds,62,value3,True,0
45838,qossay,1584,nablus,Female,dojhesenam@asaltech.com,1983-12-10,najah,87,value3,False,0
45853,qossay,4625,rammallah,Female,ibchuplmly@asaltech.com,1986-12-26,birzeit,69,value3,True,6
45938,qossay,2048,Jerusalem,Female,jozbjqhcdd@asaltech.com,1983-04-17,al-quds,74,value3,False,7
45971,qossay,4965,Bethlehem,Female,ryxluohdvd@asaltech.com,1995-08-19,al-quds,87,value1,False,9
46017,qossay,3937,rammallah,Female,bbkhsvwnty@asaltech.com,2000-02-06,birzeit,76,value2,False,6
46031,qossay,2036,yafa,Female,gtpxobvqyw@asaltech.com,1989-07-06,al-quds,70,value3,False,6
46041,qossay,3102,amman,Female,gougifpliq@asaltech.com,1980-05-26,birzeit,77,value2,False,6
46052,qossay,3870,amman,Female,nxhzfkyxhf@asaltech.com,1986-07-19,najah,94,value1,True,9
46060,qossay,1501,rawabi,Female,kcvalbwwnt@asaltech.com,1993-08-11,birzeit,78,value1,True,1
46096,qossay,4299,Salfit,Female,ekkmpakbtf@asaltech.com,1998-07-02,al-quds,81,value2,False,2
46109,qossay,1975,Salfit,Female,gyrhzqfvjf@asaltech.com,1996-02-24,najah,76,value2,False,4
46129,qossay,3027,Jenin ,Female,uylfwvxjrz@asaltech.com,1999-01-28,al-quds,89,value2,False,8
46134,qossay,4992,hebron,Female,lgvikmbycy@asaltech.com,1989-11-04,al-quds,82,value3,True,4
46137,qossay,4199,rammallah,Female,odgmumshdz@asaltech.com,1984-03-05,birzeit,93,value1,False,5
46144,qossay,1079,hebron,Female,kqsaoocngf@asaltech.com,1986-04-06,birzeit,68,value2,False,6
46164,qossay,3558,rawabi,Female,kwgwzwzkfc@asaltech.com,1999-12-18,najah,77,value1,True,8
46173,qossay,2721,hebron,Female,sdpdrldizc@asaltech.com,1986-02-25,birzeit,97,value3,False,5
46202,qossay,2457,rammallah,Female,tdbwmugfqu@asaltech.com,1998-06-07,birzeit,75,value3,True,7
46206,qossay,1973,Salfit,Female,fhrsxshnmj@asaltech.com,1994-10-03,najah,63,value2,False,3
46219,qossay,2855,amman,Female,tiarqvaugu@asaltech.com,1994-02-05,najah,87,value1,False,5
46268,qossay,4586,nablus,Female,jbqxscmawu@asaltech.com,1994-08-26,al-quds,89,value1,False,6
46303,qossay,4041,Jerusalem,Female,jkspigckhd@asaltech.com,1993-02-17,al-quds,91,value2,True,7
46306,qossay,1607,amman,Female,klbrkijtxc@asaltech.com,1981-03-07,al-quds,62,value1,False,7
46325,qossay,2161,Bethlehem,Female,twwlxqcisj@asaltech.com,1995-03-04,birzeit,75,value1,False,4
46379,qossay,4576,Salfit,Female,avyhbysjmu@asaltech.com,1991-05-22,najah,74,value1,False,2
46398,qossay,949,rawabi,Female,jmakobjfhe@asaltech.com,1993-01-13,al-quds,83,value2,True,3
46450,qossay,2448,rammallah,Female,hoxjeeemvn@asaltech.com,1992-08-28,birzeit,81,value2,True,8
46482,qossay,1441,amman,Female,kydymfqfri@asaltech.com,1997-07-11,al-quds,88,value2,True,1
46504,qossay,1347,rammallah,Female,bgepbzgruk@asaltech.com,1988-06-26,najah,63,value3,False,6
46521,qossay,4377,rawabi,Female,ywmhzgvxku@asaltech.com,1983-04-17,najah,93,value2,False,7
46539,qossay,2959,yafa,Female,pscgrsvsem@asaltech.com,1980-05-02,najah,69,value2,False,2
46548,qossay,806,Salfit,Female,fskvxrhpjg@asaltech.com,1993-02-23,al-quds,77,value2,False,3
46563,qossay,1728,rammallah,Female,uqjracjkpj@asaltech.com,1997-06-24,najah,72,value2,True,4
46578,qossay,3667,nablus,Female,qwtmyixjba@asaltech.com,1989-10-21,al-quds,68,value2,True,1
46590,qossay,3688,yafa,Female,uqspewwmum@asaltech.com,1990-12-11,birzeit,79,value1,True,1
46628,qossay,2058,yafa,Female,fnguzvlovw@asaltech.com,1993-05-27,najah,63,value1,True,7
46660,qossay,4689,Jenin ,Female,kpflhnrilr@asaltech.com,1988-12-02,najah,78,value2,True,2
46691,qossay,4323,hebron,Female,imcgqwgxju@asaltech.com,1993-08-26,al-quds,86,value1,False,6
46694,qossay,3213,hebron,Female,eddwjiaehr@asaltech.com,1996-06-22,birzeit,95,value2,True,2
46727,qossay,3745,Salfit,Female,qvahdrfrmj@asaltech.com,1997-06-20,birzeit,61,value3,True,0
46766,qossay,3161,Jenin ,Female,pvpzwpezax@asaltech.com,1982-10-27,al-quds,89,value1,False,7
46859,qossay,1412,yafa,Female,igrpzzncjs@asaltech.com,1998-02-10,al-quds,78,value3,False,0
46877,qossay,3742,amman,Female,eqypqehwvg@asaltech.com,1980-02-12,najah,63,value1,False,2
46899,qossay,3687,yafa,Female,ofsvdqrrls@asaltech.com,2000-03-14,najah,95,value1,False,4
46905,qossay,4527,Jenin ,Female,crlfojgfap@asaltech.com,1992-10-03,najah,78,value3,True,3
46907,qossay,2347,Salfit,Female,xznbkoaqck@asaltech.com,1993-01-19,al-quds,76,value2,True,9
46930,qossay,2486,amman,Female,wccwcwshpy@asaltech.com,1998-02-14,birzeit,75,value2,True,4
46944,qossay,2581,rawabi,Female,wuiciicmdd@asaltech.com,1998-02-20,al-quds,80,value3,True,0
46961,qossay,3819,Salfit,Female,vuvuxqhwcc@asaltech.com,1996-11-01,najah,60,value2,True,1
46967,qossay,2145,rammallah,Female,nhgpodyles@asaltech.com,1987-03-10,birzeit,92,value3,False,0
46970,qossay,1724,Bethlehem,Female,ewjhxsdlzq@asaltech.com,1998-10-27,birzeit,77,value2,False,7
46971,qossay,1428,rawabi,Female,mjssskhwgu@asaltech.com,1985-07-14,najah,97,value1,False,4
46975,qossay,4350,hebron,Female,qnsxqxqcxk@asaltech.com,1990-08-28,birzeit,99,value3,True,8
47005,qossay,4135,Jenin ,Female,iyizathome@asaltech.com,1990-09-23,birzeit,89,value2,False,3
47006,qossay,2652,hebron,Female,xporvmoyir@asaltech.com,1989-03-16,al-quds,89,value3,True,6
47039,qossay,4680,Jerusalem,Female,sitnyhyvzq@asaltech.com,1983-10-14,najah,65,value1,True,4
47088,qossay,1400,rawabi,Female,gozqqaephs@asaltech.com,1983-06-21,najah,76,value2,True,1
47098,qossay,1087,Jerusalem,Female,cphmwtfrnd@asaltech.com,2000-03-03,al-quds,96,value2,True,3
47110,qossay,2206,Bethlehem,Female,hqqotffpxl@asaltech.com,1986-01-15,najah,84,value1,True,5
47131,qossay,1082,rammallah,Female,jbzdgbmlan@asaltech.com,1991-08-16,al-quds,78,value2,True,6
47169,qossay,2415,hebron,Female,zailtrsxsg@asaltech.com,1982-07-08,al-quds,75,value2,False,8
47197,qossay,2615,Jenin ,Female,ozdisrdkau@asaltech.com,1984-12-05,birzeit,89,value1,False,5
47255,qossay,1071,Jerusalem,Female,xfiwwjnboj@asaltech.com,1999-05-16,al-quds,82,value2,True,6
47264,qossay,1578,nablus,Female,rrgajlajta@asaltech.com,1980-12-28,al-quds,79,value2,True,8
47280,qossay,946,rawabi,Female,krnbuyqwsz@asaltech.com,1991-04-05,birzeit,65,value2,True,5
47340,qossay,1553,Bethlehem,Female,mongmcoygm@asaltech.com,1988-09-17,birzeit,85,value3,False,7
47362,qossay,4769,hebron,Female,riakzllrbe@asaltech.com,1987-02-13,al-quds,66,value1,False,3
47380,qossay,4310,rawabi,Female,octltggoer@asaltech.com,1997-10-06,najah,84,value2,True,6
47414,qossay,1626,Jerusalem,Female,qntjqrrgpr@asaltech.com,1998-03-24,birzeit,61,value3,True,4
47432,qossay,4421,Jenin ,Female,bozeeqbkcn@asaltech.com,1982-06-09,birzeit,88,value2,False,9
47459,qossay,3239,rawabi,Female,icikrsnknh@asaltech.com,1992-06-04,najah,89,value2,False,4
47481,qossay,4045,rawabi,Female,zpmqycpbge@asaltech.com,1983-04-12,najah,95,value1,False,2
47497,qossay,2113,Jerusalem,Female,ggkxjmgjnb@asaltech.com,1982-12-08,birzeit,64,value3,True,8
47498,qossay,1363,rawabi,Female,uljoqfwxih@asaltech.com,1990-07-27,al-quds,60,value3,False,7
47505,qossay,3901,rawabi,Female,ohgnjrsrpu@asaltech.com,1981-06-20,al-quds,76,value2,True,0
47509,qossay,1107,rawabi,Female,eflhjzpape@asaltech.com,1986-05-25,birzeit,94,value3,True,5
47525,qossay,4272,yafa,Female,bryakzzkfd@asaltech.com,2000-02-17,birzeit,91,value3,False,7
47551,qossay,2988,nablus,Female,nklszhxyaw@asaltech.com,1987-12-13,al-quds,68,value3,False,3
47556,qossay,1358,rammallah,Female,kzbvwrzhlk@asaltech.com,1981-10-06,birzeit,86,value3,False,6
47581,qossay,1050,rawabi,Female,sqayeilnpo@asaltech.com,1987-03-14,najah,82,value1,True,4
47588,qossay,925,rawabi,Female,acscjjubmu@asaltech.com,1998-05-01,birzeit,65,value3,False,1
47593,qossay,4779,Jenin ,Female,noofqhktds@asaltech.com,1994-07-04,birzeit,69,value2,True,4
47667,qossay,2620,hebron,Female,jpkwkpcshy@asaltech.com,1987-03-25,al-quds,62,value1,True,5
47681,qossay,3805,Salfit,Female,ojjupxwuhg@asaltech.com,1982-10-03,al-quds,90,value1,True,3
47684,qossay,2092,Jenin ,Female,leponlwhre@asaltech.com,1982-09-21,al-quds,70,value3,False,1
47696,qossay,3482,Salfit,Female,lkzxudradg@asaltech.com,1985-02-07,najah,92,value1,False,7
47697,qossay,2194,nablus,Female,qgsrmogids@asaltech.com,1982-03-14,al-quds,98,value1,False,4
47708,qossay,3984,Jenin ,Female,hfypmwnvtk@asaltech.com,1983-03-09,najah,68,value1,True,9
47739,qossay,4934,hebron,Female,irjspjxfxk@asaltech.com,1989-05-28,birzeit,72,value2,False,8
47786,qossay,2878,hebron,Female,xfagtysjnu@asaltech.com,1988-08-09,al-quds,77,value3,True,9
47806,qossay,2776,nablus,Female,mgwpgvhddz@asaltech.com,1995-03-13,najah,64,value1,True,3
47812,qossay,3980,amman,Female,olzgihvkak@asaltech.com,1983-10-18,al-quds,81,value1,False,8
47814,qossay,4270,Jerusalem,Female,mymqgebpol@asaltech.com,1999-12-08,birzeit,74,value2,False,8
47836,qossay,3069,Jerusalem,Female,hnbngetmmw@asaltech.com,1999-11-12,birzeit,62,value2,False,2
47838,qossay,1154,Jenin ,Female,futyyljfdh@asaltech.com,1986-02-02,al-quds,97,value3,False,2
47848,qossay,3786,rawabi,Female,aendhsnphd@asaltech.com,1989-05-20,birzeit,89,value3,False,0
47850,qossay,5000,nablus,Female,vblawcfdxd@asaltech.com,1983-03-23,al-quds,60,value1,True,3
47870,qossay,3466,Bethlehem,Female,ttvznkxuog@asaltech.com,1986-03-06,al-quds,84,value1,False,6
47923,qossay,864,amman,Female,sxtfsqmnpj@asaltech.com,1980-07-15,najah,66,value1,True,5
47966,qossay,2849,rammallah,Female,avvauerhsu@asaltech.com,1995-05-07,birzeit,61,value3,True,7
47976,qossay,1061,amman,Female,jvbffvnufl@asaltech.com,1985-02-19,najah,64,value3,True,9
48000,qossay,3354,rammallah,Female,sjrzynpqll@asaltech.com,1993-11-08,al-quds,92,value2,False,8
